date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:12:45	29961/29961	---M-Z	200	added ('OK')	application/x-javascript	etag:%22801b9f2c6768d11:0%22	http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/Scripts/jquery.nivo.slider.js	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Portlets/NivoSlider/Scripts/jquery.nivo.slider.js	(from http://icsse2017.hcmute.edu.vn/)
09:12:55	173421/173421	---M--	200	added ('OK')	image/jpeg	etag:%220a5ddf564dd21:0%22	http://icsse2017.hcmute.edu.vn/Resources/Images/SubDomain/icsse2017/Banner%20Hoi%20nghi%20quoc%20te%20sua.jpg	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/Images/SubDomain/icsse2017/Banner%20Hoi%20nghi%20quoc%20te%20sua.jpg	(from http://icsse2017.hcmute.edu.vn/)
09:12:55	3238/3238	---M-Z	200	added ('OK')	text/css	etag:%22fe904b22246d21:0%22	http://icsse2017.hcmute.edu.vn/Portlets/MenuRad/Menu.Green.css	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Portlets/MenuRad/Menu.Green.css	(from http://icsse2017.hcmute.edu.vn/)
09:13:06	141687/141687	---M--	200	added ('OK')	image/jpeg	etag:%22682076b8fc3d21:0%22	http://icsse2017.hcmute.edu.vn/Resources/imagesPortlet/e28a24d5-befe-4213-a3d5-2e1ebcb2a71e/HNQT3.jpg	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/imagesPortlet/e28a24d5-befe-4213-a3d5-2e1ebcb2a71e/HNQT3.jpg	(from http://icsse2017.hcmute.edu.vn/)
09:13:07	79718/79718	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:04%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=f9111384-c9ad-46ac-ba10-037bf3d691a4	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default50b6.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:10	179749/179749	---M--	200	added ('OK')	image/jpeg	etag:%22edb51eb2fc3d21:0%22	http://icsse2017.hcmute.edu.vn/Resources/imagesPortlet/e28a24d5-befe-4213-a3d5-2e1ebcb2a71e/HNQT1.jpg	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/imagesPortlet/e28a24d5-befe-4213-a3d5-2e1ebcb2a71e/HNQT1.jpg	(from http://icsse2017.hcmute.edu.vn/)
09:13:11	198390/198390	---M--	200	added ('OK')	image/jpeg	etag:%22cc145bb5fc3d21:0%22	http://icsse2017.hcmute.edu.vn/Resources/imagesPortlet/e28a24d5-befe-4213-a3d5-2e1ebcb2a71e/HNQT2.jpg	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/imagesPortlet/e28a24d5-befe-4213-a3d5-2e1ebcb2a71e/HNQT2.jpg	(from http://icsse2017.hcmute.edu.vn/)
09:13:11	77240/77240	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:09%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=c8018710-9562-44c6-bef0-2a0f22e73f6b	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default093c.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:12	1233/1233	---M--	403	error ('Forbidden')	text/html	date:Tue,%2021%20Mar%202017%2002:13:09%20GMT	http://icsse2017.hcmute.edu.vn/Portlets/MenuRad/	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Portlets/MenuRad/index.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:12	83425/83425	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:10%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=dd21088d-cb55-4f9d-ac9c-73553c715cae	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default816d.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:13	31762/31762	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:12:58%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?PageId=8cb7e0c5-10f3-438b-8881-a74c24b373e3	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default71a5.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:13	84638/84638	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:10%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=fc8c1223-a9d2-46b5-9db3-665c778f0ac9	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default789b.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:17	87836/87836	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:14%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=707e0e24-5220-4821-a40f-4041eb76cc1a	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Defaulta8ef.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:18	89214/89214	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:15%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=be204435-0615-4fc3-aa86-392d871decc8	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default6b73.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:19	100638/100638	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:12%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=945864b5-165f-45a3-8e75-a9ba5ac1f9ef	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Defaultd478.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:19	74954/74954	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:16%20GMT	http://icsse2017.hcmute.edu.vn/Default.aspx?ArticleId=b4031ebe-e802-4402-a49a-5769943872a5	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Default84ba.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:20	2866/2866	---M--	200	added ('OK')	image/png	etag:%2247ad80b126ddcf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/arrow_all_phong.png	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/arrow_all_phong.png	(from http://icsse2017.hcmute.edu.vn/)
09:13:22	79183/79183	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:19%20GMT	http://icsse2017.hcmute.edu.vn/?ArticleId=3af2fa01-2645-4516-a65a-67bfec768e13	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/index52be.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:23	79163/79163	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:20%20GMT	http://icsse2017.hcmute.edu.vn/?ArticleId=bc474489-26ce-4997-a1c0-b37dce27b202	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/indexe41c.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:24	79516/79516	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:20%20GMT	http://icsse2017.hcmute.edu.vn/?ArticleId=f796f938-0681-4d25-b47e-6bcd24536152	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/indexc489.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:27	36897/36897	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202017%2002:13:24%20GMT	http://icsse2017.hcmute.edu.vn/?TopicId=31ca0f13-71be-4bd9-ad28-d3589a3cf6d2	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/indexc059.html	(from http://icsse2017.hcmute.edu.vn/)
09:13:36	137816/137816	---M--	200	added ('OK')	application/pdf	etag:%22275ad8487198d21:0%22	http://icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/SS_cfp_Huang.pdf	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/SS_cfp_Huang.pdf	(from http://icsse2017.hcmute.edu.vn/)
09:13:37	25338/25338	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2252dff2e8a39cd21:0%22	http://icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/Instruction%20easychair_ICSSE2017.docx	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/Instruction%20easychair_ICSSE2017.docx	(from http://icsse2017.hcmute.edu.vn/)
09:13:38	7879/7879	---M--	200	added ('OK')	image/png	etag:%22821e80a590c2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgfooter_phong.png	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgfooter_phong.png	(from http://icsse2017.hcmute.edu.vn/)
09:13:38	59392/59392	---M--	200	added ('OK')	application/msword	etag:%22f472a461b714d21:0%22	http://icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/ieeeconf_letter.doc	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/ieeeconf_letter.doc	(from http://icsse2017.hcmute.edu.vn/)
09:13:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2002:13:36%20GMT	http://icsse2017.hcmute.edu.vn/Resources/ImagePhoto/bg_bt_spm.jpg	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/ImagePhoto/bg_bt_spm.2b.delayed	(from http://icsse2017.hcmute.edu.vn/CSS/show_img.css)
09:13:39	280/280	---M--	200	added ('OK')	image/png	etag:%2237ac912b6768d11:0%22	http://icsse2017.hcmute.edu.vn/Components/lightbox/img/close.png	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Components/lightbox/img/close.png	(from http://icsse2017.hcmute.edu.vn/Components/lightbox/css/lightbox.css)
09:13:39	4357/4357	---M--	200	added ('OK')	image/jpeg	etag:%22b39b844a45adcf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagePhoto/bg_img.jpg	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/ImagePhoto/bg_img.jpg	(from http://icsse2017.hcmute.edu.vn/CSS/show_img.css)
09:13:39	134252/134252	---M--	200	added ('OK')	application/pdf	etag:%22922aef9d7198d21:0%22	http://icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/SS02%20-%20call4pp.pdf	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Resources/Docs/SubDomain/icsse2017/SS02%20-%20call4pp.pdf	(from http://icsse2017.hcmute.edu.vn/)
09:13:39	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22fe80932b6768d11:0%22	http://icsse2017.hcmute.edu.vn/Components/lightbox/img/loading.gif	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Components/lightbox/img/loading.gif	(from http://icsse2017.hcmute.edu.vn/Components/lightbox/css/lightbox.css)
09:13:48	1360/1360	---M--	200	added ('OK')	image/png	etag:%224a8e962b6768d11:0%22	http://icsse2017.hcmute.edu.vn/Components/lightbox/img/prev.png	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Components/lightbox/img/prev.png	(from http://icsse2017.hcmute.edu.vn/Components/lightbox/css/lightbox.css)
09:13:49	1350/1350	---M--	200	added ('OK')	image/png	etag:%22b42e952b6768d11:0%22	http://icsse2017.hcmute.edu.vn/Components/lightbox/img/next.png	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/Components/lightbox/img/next.png	(from http://icsse2017.hcmute.edu.vn/Components/lightbox/css/lightbox.css)
09:13:50	1719/1719	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=SR86kuDv1BWyKgKRjIem1l0LpYEa_DEOBuFDEAZ3h5P3stpWY0eFaf266C0XJi7BPG0VLOIcT8IqHB9gTHtqtTL7_0UpZI0dgYjm3hEjUgk4g5nZSzUoTJ73scikInzFzC_qq_JmterdKaEgqqUFL7-uG1IBETbHOc6RI2npVBBzNuQv0&t=636040235083572431	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/WebResourcedf72.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=QGz0EVx6KnXd0XFNz6_h8xNXGaTBbw0tdFlEudQ7cm-OthWnn6Dm_5tU0MRnaGIhZBbRg9S7WqTpHMZa1xNtEI0ab6Kl1IPnRi5TjbKoJFbytbX9TFl44EGYy--GyfelKV3DXQ2&t=636040235083572431)
09:13:50	1421/1421	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=9_o5fx24O52Jn0z_0x09ZzJwblKv6RoSsUz9UPEMyvlwa9xZlnErWBBGY5mXSXqJ8QD6_gyhDyrS2i2FdAfQbgbL3DeTMcMR6pDAkz2U-X76425wW4D9Joap5ZpURzWNwZvpLtbzDIlyedyMdbCPMNUdmRA3Fd4dQ5qeAhFiUBS_XtVB0&t=636040235083572431	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/WebResource0a72.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=QGz0EVx6KnXd0XFNz6_h8xNXGaTBbw0tdFlEudQ7cm-OthWnn6Dm_5tU0MRnaGIhZBbRg9S7WqTpHMZa1xNtEI0ab6Kl1IPnRi5TjbKoJFbytbX9TFl44EGYy--GyfelKV3DXQ2&t=636040235083572431)
09:13:50	2731/2731	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=veKBweXNoVeyvokkyw3K0bpNsKjI8kkHnVxNEIqIPDBy8oe_MLWPX5IxUNUYyQrqHYvB5AEuDvLFRaaLgmNN7sdlHs2NggeMMTcVxTe32E1ibumsgw83nuk3vHOR3bJslBhH_2E2AC8F3ixzZ7hIaqGNZMlvUWuQ2anuHcJOvusOq6NP0&t=636040235083572431	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/WebResourced319.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
09:13:51	340/340	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=fNi6ntcZ_SKAR5YNqxVhcFXLcGGezB_PXFuvqPhE9m7PEZ5pdr33CeaYOtnPAr5lqt1Md_OGORIO9oZnIHyeDEpOsxdCMDMsEXPv5ELZFfZeQqTO1Ecp_MhcG3waBsulYn9H6K9Zeu9lnYLznXVAzUeQqyo46sRyCacrafid4IpsCEbO0&t=636040235083572431	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/WebResource008b.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
09:13:51	3020/3020	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=Vm6E-NnVjQMYUxrjLyMWLeCuiQ36PdBS2ibaNMAptRqBIj0BbYkCa_gqkKRQTAxXv8VXbd1wBJqoMvlS1IL_mqib3JjNgR82q-Oj9LuQs6xr3_SW47x26fK3ClHaAH6_imqAqbaJX3neoKePnjeY1SBoNe999kQA0qxZadO6uy4gxgha0&t=636040235083572431	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/WebResource2b5f.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
09:13:54	291/291	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=TnzAHG7RzQYsnUaxeNjqgrW8c8dVOJqYkAeB-gQRPKYjHUud7QwTo_OErw3nygizU9xQ5a2ZzNywMwoUHTLMF_VtfG7l0MtWTGwz4bcweBfz6mAV_Lp9ArHQSEYuy7vEGFJoUCgOa6iTfGy240hPZZ09JoIKCRkjvJV5YOTplmu_5LHy0&t=636040235083572431	F:/WEB/cloud/Cloud/icsse2017.hcmute.edu.vn/WebResourcea448.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
